scenario_id,scenario_name,factory_id,part_category,part_label,requested_quantity,capacity_units_30d,adjusted_capacity_units_30d,capacity_tier,capacity_index,capacity_confidence,grid_zone_id,grid_dependency_score,outage_output_multiplier,hub_id,hub_name,destination_type,destination_factory_id,destination_name,destination_site_label,route_distance_km,duration_min,fuel_liters_per_trip,driver_hours_per_trip,estimated_trip_cost_krw,routing_provider,routing_status,route_geometry_source,route_geometry_points,route_road_summary,routing_note,risk,risk_reason,status
southern_port_disruption,Southern Port Logistics Disruption,fac_5e0ed24c76,propulsion,Motor / Propulsion,3663,3850,3663,C,0.594,0.862,grid_zone_2d0a6a6a,0.607,0.624,fac_priority_3872d4e82a,숨비 / SOOMVI · 인천 본사 / 연구소,priority_final_assembly_factory,fac_priority_3872d4e82a,숨비 / SOOMVI · 인천 본사 / 연구소,인천 본사 / 연구소,81.9,69.0,12.6,1.15,53600,OSRM public demo server,routed,,27,"unnamed road 1.2km → 38; 77 / 북부산업로 2.4km → 15 / 서해안고속도로 18.4km → 153: 시흥, 조암 1.1km → 153 / 평택시흥고속도로 40.5km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,273 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_2a64fe1bb2,propulsion,Motor / Propulsion,4020,4225,4020,C,0.605,0.862,grid_zone_4f20da2a,0.463,0.713,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,priority_final_assembly_factory,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,4.3,9.5,0.7,0.16,5600,OSRM public demo server,routed,,12,unnamed road 0.9km → 19 / 봉수대로 1.3km → 42 0.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,330 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_083c0288da,propulsion,Motor / Propulsion,4472,4700,4472,B,0.634,0.862,grid_zone_bfcc2516,0.737,0.543,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,27.0,29.8,4.2,0.5,21000,OSRM public demo server,routed,,29,43; 45 / 회안대로 3.3km → unnamed road 1.7km → 35 / 중부고속도로 9.8km → 189 / 창우로 2.2km → 45 6.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,283 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_39453d026e,sensor_payload,Sensor / Camera,2093,2200,2093,B,0.64,0.903,grid_zone_bfcc2516,0.729,0.548,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,31.0,31.2,4.8,0.52,22700,OSRM public demo server,routed,,32,35 / 중부고속도로 17.3km → unnamed road 2.4km → 189 / 창우로 2.2km → 45 6.2km → 16 / 북한강로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,291 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_574770868e,sensor_payload,Sensor / Camera,2093,2200,2093,B,0.639,0.893,grid_zone_4f20da2a,0.448,0.722,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,priority_final_assembly_factory,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,27.2,27.6,4.2,0.46,20000,OSRM public demo server,routed,,27,"42 / 수인로 1.7km → unnamed road 1.6km → 마유로 2.2km → 100 / 수도권제1순환고속도로 10.3km → 120: 서울, 인천 0.8km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,311 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_700aec486e,sensor_payload,Sensor / Camera,2117,2225,2117,B,0.624,0.873,grid_zone_bfcc2516,0.722,0.552,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,15.1,15.8,2.3,0.26,11300,OSRM public demo server,routed,,16,강변북로 1.5km → unnamed road 0.4km → 37 / 여주북로 7.6km → 37 / 여양로 4.7km → 70 / 여양1로 0.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,250 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_7d4287308e,sensor_payload,Sensor / Camera,1998,2100,1998,B,0.639,0.893,grid_zone_4f20da2a,0.448,0.722,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,priority_final_assembly_factory,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,7.0,11.0,1.1,0.18,7000,OSRM public demo server,routed,,8,unnamed road 0.5km → 19 / 봉수대로 5.0km → 청중로 0.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,325 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_b2b985fe08,sensor_payload,Sensor / Camera,1699,2175,2069,B,0.657,0.893,grid_zone_4f20da2a,0.448,0.722,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,priority_final_assembly_factory,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,17.0,17.7,2.6,0.29,12700,OSRM public demo server,routed,,21,길주로 2.2km → 39 / 부천로 1.8km → 39 / 삼작로 0.8km → 39 / 신흥로 0.5km → 120 / 경인고속도로 7.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,317 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_94c213e613,airframe,Airframe / Materials,2807,2950,2807,B,0.639,0.923,grid_zone_bfcc2516,0.717,0.555,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,28.3,29.9,4.4,0.5,21400,OSRM public demo server,routed,,28,재안동길 0.5km → 봉상길 1.2km → 6; 44 / 경강로 12.7km → 88 1.8km → 37 / 양평로 7.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,267 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_2a0a6d1f44,airframe,Airframe / Materials,2402,2525,2402,C,0.563,0.903,grid_zone_2d0a6a6a,0.587,0.636,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,109.4,94.3,16.8,1.57,72600,OSRM public demo server,routed,,38,와룡로 2.5km → 40 / 수덕사로 7.2km → 40 5.2km → 40; 45; 70 / 윤봉길로 12.3km → 오신로 1.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,260 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_cc1c9e0bfe,airframe,Airframe / Materials,2188,2300,2188,C,0.567,0.923,grid_zone_eb82a68b,0.401,0.751,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,154.4,124.5,23.8,2.08,98500,OSRM public demo server,routed,,32,"1 / 하서대로 8.4km → unnamed road 0.6km → 25 / 호남고속도로 139.3km → 유성, 계룡산국립공원, 국립대전현충원 0.8km → 월드컵대로 0.5km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,174 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_c647d0865d,airframe,Airframe / Materials,2603,3375,3211,B,0.7,0.873,grid_zone_bfcc2516,0.711,0.559,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,27.7,32.4,4.3,0.54,22400,OSRM public demo server,routed,,65,unnamed road 0.9km → 37 / 마유산로 5.9km → 신복길 1.4km → 고읍로 1.9km → 6 / 경강로 14.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,282 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_3215491325,harness,Harness / Connector,2902,3050,2902,B,0.704,0.903,grid_zone_2d0a6a6a,0.55,0.659,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,84.7,79.2,13.0,1.32,59100,OSRM public demo server,routed,,53,unnamed road 4.5km → 봉수산로 4.2km → 604 / 용두장신길 2.9km → 604 / 장신신흥길 3.2km → 70; 645 / 청신로 1.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,247 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_18d73ec4e7,harness,Harness / Connector,2688,2825,2688,B,0.663,0.893,grid_zone_49414766,0.412,0.745,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,43.7,40.2,6.7,0.67,30200,OSRM public demo server,routed,,27,오송가락로 1.2km → 1 / 경부고속도로 25.9km → 신탄진 0.9km → 17 / 신탄진로 2.4km → unnamed road 1.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,218 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_e9184ea9bd,harness,Harness / Connector,2426,2550,2426,B,0.64,0.893,grid_zone_49414766,0.412,0.745,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,49.1,47.8,7.6,0.8,35100,OSRM public demo server,routed,,32,엘지로 4.5km → 대신로 1.5km → 직지대로 1.5km → unnamed road 1.5km → 35 / 중부고속도로 6.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,220 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_ec226a2984,harness,Harness / Connector,1984,2550,2426,C,0.617,0.893,grid_zone_bfcc2516,0.68,0.578,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,13.1,14.3,2.0,0.24,10100,OSRM public demo server,routed,,28,당뒤길 0.4km → 6 / 경강로 9.3km → 45 / 북한강로 1.0km → 다산로 1.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,280 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_ee30082ddc,qa_packaging,Test / Packaging,3259,3425,3259,C,0.607,0.893,grid_zone_bfcc2516,0.654,0.595,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,9.7,14.6,1.5,0.24,9400,OSRM public demo server,routed,,27,unnamed road 3.1km → 수곡로 1.0km → 추읍로 1.2km → 계전길 2.0km → 70 / 여양1로 2.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,264 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_cb50eed1fd,qa_packaging,Test / Packaging,3283,3450,3283,C,0.603,0.893,grid_zone_bfcc2516,0.654,0.595,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,priority_final_assembly_factory,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,24.1,22.7,3.7,0.38,16900,OSRM public demo server,routed,,20,39 / 신호국로 3.5km → 39 / 호국로 2.6km → 백석1교 0.5km → 서부로 4.9km → 평화로 0.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,325 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_5be23269c4,qa_packaging,Test / Packaging,2854,3000,2854,C,0.569,0.893,grid_zone_4f20da2a,0.38,0.764,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,priority_final_assembly_factory,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,19.4,21.9,3.0,0.36,15300,OSRM public demo server,routed,,28,"unnamed road 1.2km → 100: 일산, 송내 1.0km → 100 / 수도권제1순환고속도로 6.1km → 120: 서울, 인천 0.8km → 120 / 경인고속도로 5.2km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,317 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_8db85fcb64,qa_packaging,Test / Packaging,604,3325,3164,C,0.567,0.873,grid_zone_eb82a68b,0.338,0.79,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,155.1,126.1,23.9,2.1,99400,OSRM public demo server,routed,,33,"진남1로 0.5km → 24 / 노사로 4.7km → 25: 서울, 전주 0.4km → 25 / 호남고속도로 142.9km → 유성, 계룡산국립공원, 국립대전현충원 0.8km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,173 km from predicted corridor,primary
